celeb,height,weight,h,w,BMI,round(BMI)
Lesley Manville10.jpg,1.63m,60kg,1.63,60,22.58270917,22.58
Patty Duke0.jpg,1.85 m,82 kg,1.85,82,23.95909423,23.96
Kevin Spacey8.jpg,1.78m,72kg,1.78,72,22.72440348,22.72
Lisa Kudrow0.jpg,1.73m,61kg,1.73,61,20.38156971,20.38
Lily Donaldson19.jpg,1.78m,55kg,1.78,55,17.35891933,17.36
Linda Hunt10.jpg,1.45m,40kg,1.45,40,19.02497027,19.02
Roberto Benigni17.jpg,1.78 m,73 kg,1.78,73,23.0400202,23.04
Rihanna7.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Leslie Mann9.jpg,1.69m,56kg,1.69,56,19.60715661,19.61
Lupita Nyong o7.jpg,1.65m,51kg,1.65,51,18.73278237,18.73
Linda Hamilton16.jpg,1.68m,59kg,1.68,59,20.90419501,20.9
Maika Dillon Monroe13.jpg,1.73m,54kg,1.73,54,18.04270106,18.04
Rashida Jones9.jpg,1.68 m,64 kg,1.68,64,22.67573696,22.68
Maggie Grace9.jpg,1.75m,56kg,1.75,56,18.28571429,18.29
River Phoenix5.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Philip Seymour Hoffman9.jpg,1.91 m,91 kg,1.91,91,24.94449165,24.94
Rebecca Hall3.jpg,1.75 m,102 kg,1.75,102,33.30612245,33.31
Mariah Carey17.jpg,1.70 m,66 kg,1.7,66,22.83737024,22.84
Marlon Brando18.jpg,1.75 m,73 kg,1.75,73,23.83673469,23.84
Rita Hayworth8.jpg,1.69 m,50 kg,1.69,50,17.50638983,17.51
Maika Dillon Monroe17.jpg,1.73m,54kg,1.73,54,18.04270106,18.04
Patricia Clarkson14.jpg,1.60 m,58 kg,1.6,58,22.65625,22.66
Lewis Hamilton6.jpg,1.74m,68kg,1.74,68,22.46003435,22.46
Noomi Rapace11.jpg,1.57 m,51 kg,1.57,51,20.69049454,20.69
Richard Harris3.jpg,1.80 m,73 kg,1.8,73,22.5308642,22.53
Kurt Russell0.jpg,1.79m,83kg,1.79,83,25.9043101,25.9
Mads Mikkelsen2.jpg,1.83m,82kg,1.83,82,24.48565201,24.49
Marlon Brando0.jpg,1.75 m,73 kg,1.75,73,23.83673469,23.84
Niecy Nash2.jpg,1.73 m,86 kg,1.73,86,28.73467206,28.73
Patrick Wilson18.jpg,1.78 m,82 kg,1.78,82,25.88057064,25.88
Kyle Richards13.jpg,1.65m,55kg,1.65,55,20.2020202,20.2
Liv Ullmann17.jpg,1.78m,64kg,1.78,64,20.19946976,20.2
Ray Winstone10.jpg,1.93 m,102 kg,1.93,102,27.38328546,27.38
Rachel Riley2.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Piper Laurie14.jpg,1.86 m,86 kg,1.86,86,24.85836513,24.86
Lisa Kudrow4.jpg,1.73m,61kg,1.73,61,20.38156971,20.38
Mark Wahlberg3.jpg,1.73 m,78 kg,1.73,78,26.06167931,26.06
Marisa Tomei18.jpg,1.57 m,54 kg,1.57,54,21.90758246,21.91
Marisa Tomei19.jpg,1.57 m,54 kg,1.57,54,21.90758246,21.91
Paul McCartney9.jpg,1.72 m,86 kg,1.72,86,29.06976744,29.07
Renee Zellweger13.jpg,1.56 m,57 kg,1.56,57,23.42209073,23.42
Lena Headey2.jpg,1.66m,54kg,1.66,54,19.59645812,19.6
Kiefer Sutherland10.jpg,1.75m,75kg,1.75,75,24.48979592,24.49
Liam Hemsworth16.jpg,1.91m,89kg,1.91,89,24.39626107,24.4
Orlando Bloom9.jpg,1.69 m,77 kg,1.69,77,26.95984034,26.96
Richard Burton13.jpg,1.88 m,78 kg,1.88,78,22.06880942,22.07
Rebecca Romijn7.jpg,1.78 m,56 kg,1.78,56,17.67453604,17.67
Leonardo DiCaprio14.jpg,1.83m,75kg,1.83,75,22.39541342,22.4
Rachel Griffiths17.jpg,1.85 m,91 kg,1.85,91,26.58875091,26.59
Pete Postlethwaite10.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Louise Fletcher9.jpg,1.70m,61kg,1.7,61,21.10726644,21.11
Robin Williams9.jpg,1.70 m,59 kg,1.7,59,20.41522491,20.42
Laurence Fishburne4.jpg,1.84m,77kg,1.84,77,22.74338374,22.74
Paul Newman19.jpg,1.80 m,73 kg,1.8,73,22.5308642,22.53
Olga Kurylenko6.jpg,1.70 m,54 kg,1.7,54,18.68512111,18.69
Lionel Messi14.jpg,1.70m,72kg,1.7,72,24.91349481,24.91
Marion Cotillard10.jpg,1.69 m,57 kg,1.69,57,19.95728441,19.96
Paul Newman1.jpg,1.80 m,73 kg,1.8,73,22.5308642,22.53
Lee Grant17.jpg,1.63m,55kg,1.63,55,20.70081674,20.7
Lisa Kudrow12.jpg,1.73m,61kg,1.73,61,20.38156971,20.38
Robert Duvall4.jpg,1.74 m,78 kg,1.74,78,25.76298058,25.76
Olivia Newton-John6.jpg,1.57 m,52 kg,1.57,52,21.09619051,21.1
Patricia Clarkson2.jpg,1.60 m,58 kg,1.6,58,22.65625,22.66
Lindsey Vonn12.jpg,1.78m,73kg,1.78,73,23.0400202,23.04
Marisa Tomei11.jpg,1.57 m,54 kg,1.57,54,21.90758246,21.91
Nigel Hawthorne8.jpg,1.80 m,68 kg,1.8,68,20.98765432,20.99
Marion Cotillard14.jpg,1.69 m,57 kg,1.69,57,19.95728441,19.96
Olivia Thirlby10.jpg,1.63 m,58 kg,1.63,58,21.8299522,21.83
Lena Headey19.jpg,1.66m,54kg,1.66,54,19.59645812,19.6
Margot Robbie3.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Marlee Matlin7.jpg,1.65 m,54 kg,1.65,54,19.83471074,19.83
Liv Ullmann3.jpg,1.78m,64kg,1.78,64,20.19946976,20.2
Kiefer Sutherland3.jpg,1.75m,75kg,1.75,75,24.48979592,24.49
Robert Downey Jr12.jpg,1.77 m,83 kg,1.77,83,26.49302563,26.49
Kourtney Kardashian18.jpg,1.52m,48kg,1.52,48,20.77562327,20.78
LeBron Jamet15.jpg,2.06m,113kg,2.06,113,26.62833443,26.63
Peter Dinklage15.jpg,1.77 m,73 kg,1.77,73,23.30109483,23.3
Peter Sarsgaard5.jpg,1.88 m,82 kg,1.88,82,23.20054323,23.2
Penelope Cruz2.jpg,1.63 m,59 kg,1.63,59,22.20633069,22.21
Kristen Bell7.jpg,1.55m,48kg,1.55,48,19.97918835,19.98
Robert De Niro7.jpg,1.98 m,120 kg,1.98,120,30.60912152,30.61
Richard Dreyfuss16.jpg,1.78 m,82 kg,1.78,82,25.88057064,25.88
Rita Moreno18.jpg,1.68 m,54 kg,1.68,54,19.13265306,19.13
Lindsay Lohan0.jpg,1.65m,52kg,1.65,52,19.10009183,19.1
Rita Hayworth5.jpg,1.69 m,50 kg,1.69,50,17.50638983,17.51
Norman Reedus4.jpg,1.78 m,70 kg,1.78,70,22.09317005,22.09
Peter Fonda13.jpg,1.35 m,50 kg,1.35,50,27.43484225,27.43
Rhys Ifans14.jpg,1.63 m,55 kg,1.63,55,20.70081674,20.7
Mariah Carey0.jpg,1.70 m,66 kg,1.7,66,22.83737024,22.84
Norman Reedus14.jpg,1.78 m,70 kg,1.78,70,22.09317005,22.09
Owen Wilson5.jpg,1.75 m,75 kg,1.75,75,24.48979592,24.49
Liza Minnelli8.jpg,1.63m,52kg,1.63,52,19.57168128,19.57
Maika Dillon Monroe5.jpg,1.73m,54kg,1.73,54,18.04270106,18.04
Kim Novak13.jpg,1.68m,55kg,1.68,55,19.48696145,19.49
Robert Shaw15.jpg,1.79 m,70 kg,1.79,70,21.84700852,21.85
Owen Wilson4.jpg,1.75 m,75 kg,1.75,75,24.48979592,24.49
Paul McCartney8.jpg,1.72 m,86 kg,1.72,86,29.06976744,29.07
Leighton Meester10.jpg,1.65m,53kg,1.65,53,19.46740129,19.47
Robert Mitchum9.jpg,1.73 m,75 kg,1.73,75,25.05930703,25.06
Kevin Spacey19.jpg,1.78m,72kg,1.78,72,22.72440348,22.72
Patricia Neal3.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Paul Dano12.jpg,1.90 m,84 kg,1.9,84,23.26869806,23.27
Richard Farnsworth14.jpg,1.85 m,78 kg,1.85,78,22.79035793,22.79
Peter Sarsgaard8.jpg,1.88 m,82 kg,1.88,82,23.20054323,23.2
Liza Minnelli6.jpg,1.63m,52kg,1.63,52,19.57168128,19.57
olivia holt9.jpg,1.73 m,78 kg,1.73,78,26.06167931,26.06
Reese Witherspoon17.jpg,1.70 m,73 kg,1.7,73,25.25951557,25.26
Patrick Stewart12.jpg,1.70 m,59 kg,1.7,59,20.41522491,20.42
Kevin Costner15.jpg,1.85m,88kg,1.85,88,25.71219869,25.71
Novak Djokovic6.jpg,1.88 m,77 kg,1.88,77,21.78587596,21.79
Lewis Hamilton0.jpg,1.74m,68kg,1.74,68,22.46003435,22.46
Penelope Cruz11.jpg,1.63 m,59 kg,1.63,59,22.20633069,22.21
Laura Linney18.jpg,1.70m,56kg,1.7,56,19.37716263,19.38
Pete Postlethwaite8.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Laura Dern0.jpg,1.78m,61kg,1.78,61,19.25261962,19.25
Richard E. Grant16.jpg,1.65 m,68 kg,1.65,68,24.97704316,24.98
Lupita Nyong o4.jpg,1.65m,51kg,1.65,51,18.73278237,18.73
Noah Mills5.jpg,1.88 m,80 kg,1.88,80,22.63467632,22.63
Lee Grant1.jpg,1.63m,55kg,1.63,55,20.70081674,20.7
Robin Williams11.jpg,1.70 m,59 kg,1.7,59,20.41522491,20.42
Kevin Hart0.jpg,1.63m,64kg,1.63,64,24.08822312,24.09
Patrick Wilson16.jpg,1.78 m,82 kg,1.78,82,25.88057064,25.88
Maika Dillon Monroe16.jpg,1.73m,54kg,1.73,54,18.04270106,18.04
Piper Laurie5.jpg,1.86 m,86 kg,1.86,86,24.85836513,24.86
Kevin Costner8.jpg,1.85m,88kg,1.85,88,25.71219869,25.71
Kevin James2.jpg,1.72m,113kg,1.72,113,38.19632234,38.2
Patty Duke2.jpg,1.85 m,82 kg,1.85,82,23.95909423,23.96
Paul Rudd10.jpg,1.77 m,72 kg,1.77,72,22.98190175,22.98
Perez Hilton5.jpg,1.68 m,58 kg,1.68,58,20.54988662,20.55
Rachel Griffiths5.jpg,1.85 m,91 kg,1.85,91,26.58875091,26.59
Kourtney Kardashian15.jpg,1.52m,48kg,1.52,48,20.77562327,20.78
Lady Gaga11.jpg,1.55m,53kg,1.55,53,22.0603538,22.06
Robert Forster14.jpg,1.74 m,72 kg,1.74,72,23.78121284,23.78
Kirsten Dunst0.jpg,1.68m,54kg,1.68,54,19.13265306,19.13
Ray Winstone11.jpg,1.93 m,102 kg,1.93,102,27.38328546,27.38
Kristin Scott Thomas2.jpg,1.73m,56kg,1.73,56,18.71094925,18.71
Lauren Bacall3.jpg,1.73m,57kg,1.73,57,19.04507334,19.05
Pixie Lott17.jpg,1.66 m,54 kg,1.66,54,19.59645812,19.6
Rob Gronkowski16.jpg,1.73 m,61 kg,1.73,61,20.38156971,20.38
Phil Mickelson11.jpg,1.87 m,100 kg,1.87,100,28.59675713,28.6
Olga Kurylenko17.jpg,1.70 m,54 kg,1.7,54,18.68512111,18.69
Roberto Benigni15.jpg,1.78 m,73 kg,1.78,73,23.0400202,23.04
Louis Gossett Jr16.jpg,1.88m,90kg,1.88,90,25.46401086,25.46
Liza Minnelli12.jpg,1.63m,52kg,1.63,52,19.57168128,19.57
Liev Schreiber13.jpg,1.92m,84kg,1.92,84,22.78645833,22.79
Pixie Lott0.jpg,1.66 m,54 kg,1.66,54,19.59645812,19.6
Paul McCartney17.jpg,1.72 m,86 kg,1.72,86,29.06976744,29.07
Linda Fiorentino13.jpg,1.73m,57kg,1.73,57,19.04507334,19.05
Liv Tyler10.jpg,1.78m,61kg,1.78,61,19.25261962,19.25
Khloe Kardashian6.jpg,1.77m,76kg,1.77,76,24.25867407,24.26
Robert Duvall8.jpg,1.74 m,78 kg,1.74,78,25.76298058,25.76
Kevin Costner6.jpg,1.85m,88kg,1.85,88,25.71219869,25.71
Kevin Hart19.jpg,1.63m,64kg,1.63,64,24.08822312,24.09
Khloe Kardashian0.jpg,1.77m,76kg,1.77,76,24.25867407,24.26
Perez Hilton15.jpg,1.68 m,58 kg,1.68,58,20.54988662,20.55
Olympia Dukakis18.jpg,1.71 m,52 kg,1.71,52,17.78324955,17.78
Lee Marvin1.jpg,1.88m,86kg,1.88,86,24.33227705,24.33
Maggie Gyllenhaal12.jpg,1.73m,59kg,1.73,59,19.71332153,19.71
Lily Aldridge10.jpg,1.75m,54kg,1.75,54,17.63265306,17.63
LeBron Jamet4.jpg,2.06m,113kg,2.06,113,26.62833443,26.63
Lindsey Vonn10.jpg,1.78m,73kg,1.78,73,23.0400202,23.04
Leighton Meester19.jpg,1.65m,53kg,1.65,53,19.46740129,19.47
Rachel McAdams17.jpg,1.78 m,66 kg,1.78,66,20.83070319,20.83
Lee Grant18.jpg,1.63m,55kg,1.63,55,20.70081674,20.7
Kim Kardashian West14.jpg,1.59m,56kg,1.59,56,22.15102251,22.15
Paul Newman0.jpg,1.80 m,73 kg,1.8,73,22.5308642,22.53
Kristin Scott Thomas7.jpg,1.73m,56kg,1.73,56,18.71094925,18.71
Queen Latifah18.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Paul Dano4.jpg,1.90 m,84 kg,1.9,84,23.26869806,23.27
Liam Neeson10.jpg,1.93m,93kg,1.93,93,24.96711321,24.97
Lucy Liu3.jpg,1.60m,52kg,1.6,52,20.3125,20.31
Mario Lopez15.jpg,1.78 m,79 kg,1.78,79,24.93372049,24.93
Olivia Newton-John13.jpg,1.57 m,52 kg,1.57,52,21.09619051,21.1
Orlando Bloom3.jpg,1.69 m,77 kg,1.69,77,26.95984034,26.96
Robert Forster7.jpg,1.74 m,72 kg,1.74,72,23.78121284,23.78
Robert Shaw11.jpg,1.79 m,70 kg,1.79,70,21.84700852,21.85
Lara Stone10.jpg,1.78m,63kg,1.78,63,19.88385305,19.88
Liam Neeson9.jpg,1.93m,93kg,1.93,93,24.96711321,24.97
Patty Duke1.jpg,1.85 m,82 kg,1.85,82,23.95909423,23.96
R. Kelly0.jpg,1.78 m,91 kg,1.78,91,28.72112107,28.72
Robert Forster4.jpg,1.74 m,72 kg,1.74,72,23.78121284,23.78
Kim Hunter11.jpg,1.57m,48kg,1.57,48,19.47340663,19.47
Maggie Grace3.jpg,1.75m,56kg,1.75,56,18.28571429,18.29
Lara Stone2.jpg,1.78m,63kg,1.78,63,19.88385305,19.88
Patrick Stewart3.jpg,1.70 m,59 kg,1.7,59,20.41522491,20.42
Kim Kardashian West13.jpg,1.59m,56kg,1.59,56,22.15102251,22.15
R. Kelly13.jpg,1.78 m,91 kg,1.78,91,28.72112107,28.72
Liam Hemsworth7.jpg,1.91m,89kg,1.91,89,24.39626107,24.4
Robert De Niro9.jpg,1.98 m,120 kg,1.98,120,30.60912152,30.61
Maria Bello6.jpg,1.65 m,59 kg,1.65,59,21.67125803,21.67
Richard Burton15.jpg,1.88 m,78 kg,1.88,78,22.06880942,22.07
Paul Walker7.jpg,1.78 m,75 kg,1.78,75,23.67125363,23.67
Olivia Newton-John4.jpg,1.57 m,52 kg,1.57,52,21.09619051,21.1
Marion Cotillard11.jpg,1.69 m,57 kg,1.69,57,19.95728441,19.96
Maika Dillon Monroe11.jpg,1.73m,54kg,1.73,54,18.04270106,18.04
Robert Pattinson19.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Liza Minnelli3.jpg,1.63m,52kg,1.63,52,19.57168128,19.57
Kristin Scott Thomas11.jpg,1.73m,56kg,1.73,56,18.71094925,18.71
Oprah Winfrey1.jpg,1.63 m,58 kg,1.63,58,21.8299522,21.83
Laura Marano2.jpg,1.55m,50kg,1.55,50,20.81165453,20.81
Robert Downey Jr5.jpg,1.77 m,83 kg,1.77,83,26.49302563,26.49
Ray Winstone2.jpg,1.93 m,102 kg,1.93,102,27.38328546,27.38
R. Kelly9.jpg,1.78 m,91 kg,1.78,91,28.72112107,28.72
Kristen Wiig1.jpg,1.65m,57kg,1.65,57,20.93663912,20.94
Piper Laurie0.jpg,1.86 m,86 kg,1.86,86,24.85836513,24.86
Philip Seymour Hoffman17.jpg,1.91 m,91 kg,1.91,91,24.94449165,24.94
Lauren Bacall9.jpg,1.73m,57kg,1.73,57,19.04507334,19.05
Phil Mickelson17.jpg,1.87 m,100 kg,1.87,100,28.59675713,28.6
Laurence Fishburne3.jpg,1.84m,77kg,1.84,77,22.74338374,22.74
Mark Wahlberg2.jpg,1.73 m,78 kg,1.73,78,26.06167931,26.06
Lesley Manville1.jpg,1.63m,60kg,1.63,60,22.58270917,22.58
Lucy Liu4.jpg,1.60m,52kg,1.6,52,20.3125,20.31
Novak Djokovic11.jpg,1.88 m,77 kg,1.88,77,21.78587596,21.79
Lionel Messi7.jpg,1.70m,72kg,1.7,72,24.91349481,24.91
Kevin Spacey4.jpg,1.78m,72kg,1.78,72,22.72440348,22.72
Olympia Dukakis4.jpg,1.71 m,52 kg,1.71,52,17.78324955,17.78
Kourtney Kardashian5.jpg,1.52m,48kg,1.52,48,20.77562327,20.78
Kevin Hart12.jpg,1.63m,64kg,1.63,64,24.08822312,24.09
Logan Lerman15.jpg,1.75m,68kg,1.75,68,22.20408163,22.2
Rob Gronkowski14.jpg,1.73 m,61 kg,1.73,61,20.38156971,20.38
Kim Kardashian West3.jpg,1.59m,56kg,1.59,56,22.15102251,22.15
Liam Hemsworth18.jpg,1.91m,89kg,1.91,89,24.39626107,24.4
Kevin Bacon19.jpg,1.78m,80kg,1.78,80,25.2493372,25.25
Liam Hemsworth19.jpg,1.91m,89kg,1.91,89,24.39626107,24.4
Rebel Wilson8.jpg,1.80 m,59 kg,1.8,59,18.20987654,18.21
Rachel Griffiths1.jpg,1.85 m,91 kg,1.85,91,26.58875091,26.59
Maggie Gyllenhaal6.jpg,1.73m,59kg,1.73,59,19.71332153,19.71
Mark Rylance12.jpg,1.82 m,80 kg,1.82,80,24.1516725,24.15
Kevin Costner5.jpg,1.85m,88kg,1.85,88,25.71219869,25.71
Laura Marano11.jpg,1.55m,50kg,1.55,50,20.81165453,20.81
Robin Williams17.jpg,1.70 m,59 kg,1.7,59,20.41522491,20.42
Lindsey Vonn11.jpg,1.78m,73kg,1.78,73,23.0400202,23.04
Laura Linney6.jpg,1.70m,56kg,1.7,56,19.37716263,19.38
Rachel Riley10.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Norman Reedus3.jpg,1.78 m,70 kg,1.78,70,22.09317005,22.09
Rashida Jones5.jpg,1.68 m,64 kg,1.68,64,22.67573696,22.68
Lili Taylor1.jpg,1.60m,54kg,1.6,54,21.09375,21.09
Philip Seymour Hoffman2.jpg,1.91 m,91 kg,1.91,91,24.94449165,24.94
Lee Grant2.jpg,1.63m,55kg,1.63,55,20.70081674,20.7
Robert Pattinson17.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Phil Mickelson15.jpg,1.87 m,100 kg,1.87,100,28.59675713,28.6
Raquel Welch8.jpg,1.93 m,100 kg,1.93,100,26.84635829,26.85
Paris Hilton4.jpg,1.73 m,63 kg,1.73,63,21.0498179,21.05
Kyle Richards0.jpg,1.65m,55kg,1.65,55,20.2020202,20.2
Robert De Niro3.jpg,1.98 m,120 kg,1.98,120,30.60912152,30.61
olivia holt18.jpg,1.73 m,78 kg,1.73,78,26.06167931,26.06
Ralph Fiennes5.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Peter Ustinov12.jpg,1.75 m,68 kg,1.75,68,22.20408163,22.2
Ray Stevenson0.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Richard E. Grant9.jpg,1.65 m,68 kg,1.65,68,24.97704316,24.98
Rachel Griffiths2.jpg,1.85 m,91 kg,1.85,91,26.58875091,26.59
Lupita Nyong o17.jpg,1.65m,51kg,1.65,51,18.73278237,18.73
Paul McCartney11.jpg,1.72 m,86 kg,1.72,86,29.06976744,29.07
Novak Djokovic3.jpg,1.88 m,77 kg,1.88,77,21.78587596,21.79
Khloe Kardashian16.jpg,1.77m,76kg,1.77,76,24.25867407,24.26
Liv Tyler13.jpg,1.78m,61kg,1.78,61,19.25261962,19.25
Ludacris18.jpg,1.73m,76kg,1.73,76,25.39343112,25.39
Ray Liotta15.jpg,1.63 m,56 kg,1.63,56,21.07719523,21.08
Peter Ustinov0.jpg,1.75 m,68 kg,1.75,68,22.20408163,22.2
Linda Hamilton15.jpg,1.68m,59kg,1.68,59,20.90419501,20.9
Leslie Nielsen11.jpg,1.91m,91kg,1.91,91,24.94449165,24.94
Pixie Lott18.jpg,1.66 m,54 kg,1.66,54,19.59645812,19.6
Pixie Lott7.jpg,1.66 m,54 kg,1.66,54,19.59645812,19.6
Lily Collins3.jpg,1.65m,51kg,1.65,51,18.73278237,18.73
Oprah Winfrey10.jpg,1.63 m,58 kg,1.63,58,21.8299522,21.83
Rob Gronkowski13.jpg,1.73 m,61 kg,1.73,61,20.38156971,20.38
LeBron Jamet16.jpg,2.06m,113kg,2.06,113,26.62833443,26.63
Rebecca Hall13.jpg,1.75 m,102 kg,1.75,102,33.30612245,33.31
Penelope Cruz13.jpg,1.63 m,59 kg,1.63,59,22.20633069,22.21
Louis Gossett Jr15.jpg,1.88m,90kg,1.88,90,25.46401086,25.46
Linda Hunt11.jpg,1.45m,40kg,1.45,40,19.02497027,19.02
Pierce Brosnan0.jpg,1.77 m,70 kg,1.77,70,22.34351559,22.34
Perez Hilton18.jpg,1.68 m,58 kg,1.68,58,20.54988662,20.55
Robert Downey Jr8.jpg,1.77 m,83 kg,1.77,83,26.49302563,26.49
Queen Latifah10.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Linda Fiorentino8.jpg,1.73m,57kg,1.73,57,19.04507334,19.05
Liv Tyler11.jpg,1.78m,61kg,1.78,61,19.25261962,19.25
Rebecca Romijn8.jpg,1.78 m,56 kg,1.78,56,17.67453604,17.67
Pam Grier11.jpg,1.78 m,80 kg,1.78,80,25.2493372,25.25
Paul Bettany7.jpg,1.57 m,49 kg,1.57,49,19.8791026,19.88
Liam Neeson14.jpg,1.93m,93kg,1.93,93,24.96711321,24.97
Robert De Niro4.jpg,1.98 m,120 kg,1.98,120,30.60912152,30.61
Paul Dano8.jpg,1.90 m,84 kg,1.9,84,23.26869806,23.27
Robert Forster17.jpg,1.74 m,72 kg,1.74,72,23.78121284,23.78
Norman Reedus2.jpg,1.78 m,70 kg,1.78,70,22.09317005,22.09
Lara Stone16.jpg,1.78m,63kg,1.78,63,19.88385305,19.88
Raquel Welch0.jpg,1.93 m,100 kg,1.93,100,26.84635829,26.85
Marcia Gay Harden15.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Maggie Gyllenhaal14.jpg,1.73m,59kg,1.73,59,19.71332153,19.71
Lake Bell15.jpg,1.73m,59kg,1.73,59,19.71332153,19.71
Orlando Bloom6.jpg,1.69 m,77 kg,1.69,77,26.95984034,26.96
Luke Bryan18.jpg,1.85m,88kg,1.85,88,25.71219869,25.71
Laurence Fishburne1.jpg,1.84m,77kg,1.84,77,22.74338374,22.74
Pierce Brosnan6.jpg,1.77 m,70 kg,1.77,70,22.34351559,22.34
Leslie Mann17.jpg,1.69m,56kg,1.69,56,19.60715661,19.61
Laura Linney17.jpg,1.70m,56kg,1.7,56,19.37716263,19.38
Paul Giamatti6.jpg,1.80 m,68 kg,1.8,68,20.98765432,20.99
Luke Wilson1.jpg,1.80m,81kg,1.8,81,25.0,25.0
Robert Forster18.jpg,1.74 m,72 kg,1.74,72,23.78121284,23.78
Kim Kardashian West9.jpg,1.59m,56kg,1.59,56,22.15102251,22.15
Robert De Niro15.jpg,1.98 m,120 kg,1.98,120,30.60912152,30.61
Peter Sarsgaard9.jpg,1.88 m,82 kg,1.88,82,23.20054323,23.2
Robert Forster0.jpg,1.74 m,72 kg,1.74,72,23.78121284,23.78
Mario Lopez0.jpg,1.78 m,79 kg,1.78,79,24.93372049,24.93
Randy Quaid0.jpg,1.83 m,73 kg,1.83,73,21.79820239,21.8
Oscar Isaac15.jpg,1.78 m,75 kg,1.78,75,23.67125363,23.67
Lee Marvin14.jpg,1.88m,86kg,1.88,86,24.33227705,24.33
Kevin Bacon14.jpg,1.78m,80kg,1.78,80,25.2493372,25.25
Maggie Grace11.jpg,1.75m,56kg,1.75,56,18.28571429,18.29
Paul Newman2.jpg,1.80 m,73 kg,1.8,73,22.5308642,22.53
Patrick Swayze7.jpg,1.79 m,72 kg,1.79,72,22.47120876,22.47
Ray Stevenson14.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Randy Quaid11.jpg,1.83 m,73 kg,1.83,73,21.79820239,21.8
Ludacris12.jpg,1.73m,76kg,1.73,76,25.39343112,25.39
Robert Downey Jr18.jpg,1.77 m,83 kg,1.77,83,26.49302563,26.49
Lupita Nyong o5.jpg,1.65m,51kg,1.65,51,18.73278237,18.73
Phil Mickelson1.jpg,1.87 m,100 kg,1.87,100,28.59675713,28.6
Luke Bryan7.jpg,1.85m,88kg,1.85,88,25.71219869,25.71
Kristen Stewart19.jpg,1.65m,54kg,1.65,54,19.83471074,19.83
Rhys Ifans16.jpg,1.63 m,55 kg,1.63,55,20.70081674,20.7
Robert Downey Jr17.jpg,1.77 m,83 kg,1.77,83,26.49302563,26.49
Peter Sellers8.jpg,1.80 m,71 kg,1.8,71,21.91358025,21.91
Mark Strong7.jpg,1.85 m,85 kg,1.85,85,24.83564646,24.84
Robin Weigert13.jpg,1.68 m,66 kg,1.68,66,23.38435374,23.38
Lupita Nyong o2.jpg,1.65m,51kg,1.65,51,18.73278237,18.73
Richard Farnsworth11.jpg,1.85 m,78 kg,1.85,78,22.79035793,22.79
Kristen Bell9.jpg,1.55m,48kg,1.55,48,19.97918835,19.98
Lesley Manville4.jpg,1.63m,60kg,1.63,60,22.58270917,22.58
Lenny Kravitz4.jpg,1.75m,70kg,1.75,70,22.85714286,22.86
Robert Redford12.jpg,1.85 m,78 kg,1.85,78,22.79035793,22.79
Kristen Bell3.jpg,1.55m,48kg,1.55,48,19.97918835,19.98
Kevin Bacon8.jpg,1.78m,80kg,1.78,80,25.2493372,25.25
Kevin Hart7.jpg,1.63m,64kg,1.63,64,24.08822312,24.09
Robin Weigert18.jpg,1.68 m,66 kg,1.68,66,23.38435374,23.38
Richard Gere19.jpg,1.83 m,91 kg,1.83,91,27.17310162,27.17
Peter Ustinov15.jpg,1.75 m,68 kg,1.75,68,22.20408163,22.2
Logan Lerman3.jpg,1.75m,68kg,1.75,68,22.20408163,22.2
Maria Bello11.jpg,1.65 m,59 kg,1.65,59,21.67125803,21.67
Rachel McAdams5.jpg,1.78 m,66 kg,1.78,66,20.83070319,20.83
Lindsay Lohan5.jpg,1.65m,52kg,1.65,52,19.10009183,19.1
Patricia Clarkson4.jpg,1.60 m,58 kg,1.6,58,22.65625,22.66
Louis Gossett Jr19.jpg,1.88m,90kg,1.88,90,25.46401086,25.46
Nigel Hawthorne6.jpg,1.80 m,68 kg,1.8,68,20.98765432,20.99
Noomi Rapace3.jpg,1.57 m,51 kg,1.57,51,20.69049454,20.69
Maggie Gyllenhaal9.jpg,1.73m,59kg,1.73,59,19.71332153,19.71
Leslie Nielsen2.jpg,1.91m,91kg,1.91,91,24.94449165,24.94
Kevin Hart13.jpg,1.63m,64kg,1.63,64,24.08822312,24.09
Ludacris4.jpg,1.73m,76kg,1.73,76,25.39343112,25.39
Peter O Toole17.jpg,1.88 m,77 kg,1.88,77,21.78587596,21.79
Rob Gronkowski18.jpg,1.73 m,61 kg,1.73,61,20.38156971,20.38
